title,url,published_date,publisher
"Bitcoin could hit $60000 in 2018 but another crash is coming, says startup exec - CNBC",https://www.cnbc.com/2017/12/26/bitcoin-price-in-2018-could-hit-60000-but-another-crash-is-coming.html,2017-12-26T08:00:00+00:00,"{'name': 'CNBC', 'url': 'https://www.cnbc.com'}"
This May Be Bitcoin's Moment of Truth - Bloomberg,https://www.bloomberg.com/view/articles/2017-12-26/this-may-be-bitcoin-s-moment-of-truth,2017-12-25T08:00:00+00:00,"{'name': 'Bloomberg', 'url': 'https://www.bloomberg.com'}"
"Bitcoin Price Clears $16,000 - Markets Insider",https://markets.businessinsider.com/currencies/news/bitcoin-price-clears-16000-2017-12-1012139912,2017-12-26T08:00:00+00:00,"{'name': 'Markets Insider', 'url': 'https://markets.businessinsider.com'}"
"Here's How Bitcoin Investment Trust Shareholders Got Hosed Out of a $300-Per-Share ""Dividend"" - The Motley Fool",https://www.fool.com/investing/2017/12/26/heres-how-bitcoin-investment-trust-shareholders-go.aspx,2017-12-26T08:00:00+00:00,"{'name': 'The Motley Fool', 'url': 'https://www.fool.com'}"
This Beyoncé Pic Is the Most Liked Instagram Photo of 2017 - TIME,https://time.com/5040998/beyonce-instagram-2017/,2017-11-29T08:00:00+00:00,"{'name': 'TIME', 'url': 'https://time.com'}"
Pareteum adds blockchain settlement for cryptocurrency to its global cloud platform - CryptoNinjas,https://www.cryptoninjas.net/2017/12/26/pareteum-adds-blockchain-settlement-cryptocurrency-global-cloud-platform/,2017-12-26T08:00:00+00:00,"{'name': 'CryptoNinjas', 'url': 'https://www.cryptoninjas.net'}"
10 Charts That Show Why Gold Is Undervalued Right Now - Forbes,https://www.forbes.com/sites/greatspeculations/2017/12/26/10-charts-that-show-why-gold-is-undervalued-right-now/,2017-12-26T08:00:00+00:00,"{'name': 'Forbes', 'url': 'https://www.forbes.com'}"
What exactly is bitcoin good for anyway? - The Japan Times,https://www.japantimes.co.jp/opinion/2017/12/26/commentary/world-commentary/exactly-bitcoin-good-anyway/,2017-12-26T08:00:00+00:00,"{'name': 'The Japan Times', 'url': 'https://www.japantimes.co.jp'}"
2017 — a year of disaster - CNBC,https://www.cnbc.com/2017/12/26/2017--a-year-of-disaster.html,2017-12-26T08:00:00+00:00,"{'name': 'CNBC', 'url': 'https://www.cnbc.com'}"
China to Overtake U.S. Economy by 2032 as Asian Might Builds - Bloomberg,https://www.bloomberg.com/news/articles/2017-12-26/china-to-overtake-u-s-economy-by-2032-as-asian-might-builds,2017-12-25T08:00:00+00:00,"{'name': 'Bloomberg', 'url': 'https://www.bloomberg.com'}"
